,PGTHERMO_PEP_ (kcal/mol),Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_ROP-S,BASE_polymerization_type_Vinyl,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s 
355,6.6,1.0,0.1980549179164914,0.1627070757103889,0.1089150875212782,-21.79,-36.36,-0.0489,3.82,4.35,0.4042,0.2651,0.0,0.0872,3.5288,0.9433,0.434,0.2298,0.0002,0.0963,3.6217,0.9433,2.298611111111111,2.298611111111111,1.3194444444444444,1.3194444444444444,0.4063379244355816,21.714285714285715,96.173,84.07699999999998,96.093900384,40,0,-0.0350732821337047,-0.088539280662186,0.088539280662186,0.0350732821337047,0.7142857142857143,1.2857142857142858,1.8571428571428572,13.946750644123505,10.200509800340743,1.8824701635217749,-1.8591738343412825,2.0819236072625937,-1.665995765165952,4.831790678103581,0.7176819800160965,1.9023918646574265,2.2029277664075284,54.43856189774725,4.949747468305834,4.690234444311988,4.690234444311988,3.5,3.1498299142610593,3.1498299142610593,2.1094149617604785,2.1094149617604785,1.408248290463863,1.408248290463863,0.9368563506824812,0.9368563506824812,-0.26,58.974147804380216,4.888367952522255,2.838891422835457,1.7674018438130124,45.23346952849571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.572861836593773,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.7142857142857143,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.5067000000000004,32.22499999999999,0,0,0,2,0,0,0,9,0.0,120.0,0,1.7683586958116413,0.3461912084123771,171.0031713201996,960.8079420130832,0,0,-70.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
356,6.6,1.0,0.1980549179164914,0.1627070757103889,0.1089150875212782,-21.79,-36.36,-0.0489,3.82,4.35,0.4042,0.2651,0.0,0.0872,3.5288,0.9433,0.434,0.2298,0.0002,0.0963,3.6217,0.9433,2.298611111111111,2.298611111111111,1.3194444444444444,1.3194444444444444,0.4063379244355816,21.714285714285715,96.173,84.07699999999998,96.093900384,40,0,-0.0350732821337047,-0.088539280662186,0.088539280662186,0.0350732821337047,0.7142857142857143,1.2857142857142858,1.8571428571428572,13.946750644123505,10.200509800340743,1.8824701635217749,-1.8591738343412825,2.0819236072625937,-1.665995765165952,4.831790678103581,0.7176819800160965,1.9023918646574265,2.2029277664075284,54.43856189774725,4.949747468305834,4.690234444311988,4.690234444311988,3.5,3.1498299142610593,3.1498299142610593,2.1094149617604785,2.1094149617604785,1.408248290463863,1.408248290463863,0.9368563506824812,0.9368563506824812,-0.26,58.974147804380216,4.888367952522255,2.838891422835457,1.7674018438130124,45.23346952849571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.572861836593773,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.7142857142857143,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.5067000000000004,32.22499999999999,0,0,0,2,0,0,0,9,0.0,120.0,0,1.8256342204609688,0.346191615080562,171.0031713201996,960.8079420130832,0,0,-36.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
357,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.9275577911410329,0.4329396704292386,195.43219579451383,1098.0662194435238,0,0,-10.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
358,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.926306559574048,0.3808979854114595,195.43219579451383,1098.0662194435238,0,0,25.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
359,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.927558077206376,0.3607116466156977,195.43219579451383,1098.0662194435238,0,0,-49.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
360,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.9275567716223856,0.432939313687864,195.43219579451383,1098.0662194435238,0,0,-8.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
361,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.9275582443845227,0.432938959787169,195.43219579451383,1098.0662194435238,0,0,-63.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
362,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.906028304023622,0.3808982009262983,195.43219579451383,1098.0662194435238,0,0,-9.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
363,-3.3,1.0,0.1844106030264824,0.1069815012769157,0.1292587951548848,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0.0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111111111,2.318611111111111,1.3194444444444444,1.3194444444444444,0.4204866527547317,22.0,110.2,96.08799999999998,110.109550448,46,0,-0.0350734659186159,-0.0885392821504849,0.0885392821504849,0.0350734659186159,0.625,1.125,1.625,13.958669845942271,10.06916772211771,1.8945098322544995,-1.995277920697835,2.0934373842075975,-1.796105920017825,4.82183690582804,0.6377403788636751,1.6154406097130694,2.172380198442006,62.10749561002054,5.6568542494923815,5.397341225498536,5.397341225498536,4.0,3.6498299142610593,3.6498299142610593,2.462968352353752,2.462968352353752,1.658248290463863,1.658248290463863,1.1136330459791182,1.1136330459791182,-0.26,72.69482743708812,5.869198966408269,3.7068222395822903,2.1527155819962744,51.59841164289232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.993683459519783,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,0.0,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968000000000016,36.842,0,0,0,2,0,0,0,10,0.0,165.0,0,1.9060279402237303,0.3607111403773012,195.43219579451383,1098.0662194435238,0,0,-9.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
364,-27.6,1.0,4.593180864589305e-05,0.0001589787067126,3.3466116727101795e-05,-10.0,-17.44,-0.0249,1.75,2.32,0.2399,0.1999,0.0,0.0,1.4666,0.4227,0.375,0.2255,0.0006,0.0027,1.4238,0.4227,1.5,1.5,1.5,1.5,0.3814250421649592,24.0,42.081,36.033,42.046950192,18,0,-0.0533059727891157,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.6666666666666666,1.0,1.0,14.010999999999996,11.011,1.946694027210884,-1.053305972789116,2.1441000000000003,-0.8559000000000004,4.502999999999999,1.5029999999999997,1.459147917027245,2.25,4.754887502163469,2.121320343559643,2.1213203435596424,2.1213203435596424,1.5,1.4999999999999998,1.4999999999999998,1.060660171779821,1.060660171779821,0.3535533905932737,0.3535533905932737,0.0,0.0,0.0,8.75488750216347,1.3333333333333333,0.2222222222222222,0.0,20.463304103093535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.1703,13.851000000000004,0,0,0,0,0,0,0,5,0.0,20.0,0,1.0332302689678952,0.74911001481276,73.28707342294271,411.77483229132145,0,0,-69.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
365,-26.2,1.0,0.0001033090366503,0.0001589787067126,0.0001143786125834,-13.04,-23.78,-0.036,2.29,3.08,0.1915,0.1978,0.0,0.0,1.9537,0.5636,0.35,0.1807,0.0011,0.0064,1.928,0.5636,1.5,1.5,1.5,1.5,0.3948102303487917,24.0,56.108,48.044,56.062600256,24,0,-0.0533059727891157,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.5,0.75,0.75,14.011999999999992,10.012,1.9476940272108851,-2.0523059727891155,2.1451,-1.8549,4.504,0.5040000000000008,0.7219280948873623,2.0,8.0,2.8284271247461903,2.82842712474619,2.82842712474619,2.0,2.0,2.0,1.4142135623730947,1.4142135623730947,0.9999999999999996,0.9999999999999996,0.2499999999999999,0.2499999999999999,0.0,3.6096404744368114,2.25,0.75,0.125,26.828246217490147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.5604,18.468,0,0,0,0,0,0,0,6,0.0,35.0,0,1.2353945623815992,0.6093273982491153,97.71609789725692,549.0331097217619,0,0,-55.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
366,-6.09,1.0,0.0110955674813666,0.0001589787067126,0.008055023428361,-15.94,-27.33,-0.0382,2.79,3.68,0.2109,0.208,0.0,0.0,2.4142,0.7045,0.2769,0.1217,-0.0017,0.0097,2.4706,0.7045,1.5,1.5,1.5,1.5,0.4083619292230275,24.0,70.135,60.05499999999999,70.07825032,30,0,-0.0533059727891157,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.4,0.6,0.8,14.013000000000003,10.393584045238857,1.948694027210884,-1.6707219275502605,2.1460999999999992,-1.4733159547611454,4.505000000000005,0.885584045238855,1.760495029766198,2.083333333333333,11.60964047443681,3.5355339059327378,3.5355339059327373,3.5355339059327373,2.5,2.4999999999999996,2.4999999999999996,1.7677669529663684,1.7677669529663684,1.2499999999999996,1.2499999999999996,0.883883476483184,0.883883476483184,0.0,22.886435386960574,3.2,1.44,0.64,33.19318833188676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9505,23.084999999999994,0,0,0,0,0,0,0,7,0.0,56.0,0,1.4246124635263893,0.4920002936633424,122.14512237157116,686.2913871522023,0,0,-43.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
