,Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_benzene,RDKIT_fr_bicyclic,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s ,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_misc,BASE_Category_vinyl
268,1.0,1.54883867470415,1.85892805577304,1.69068544179165,-49.68,-73.33,-0.0794,8.71,5.24,0.6958,1.6247,-0.0013,0.4871,9.2871,2.3288,0.2947,1.387,0.0033,0.6028,8.8216,2.3288,11.4085561539431,11.4085561539431,0.0132559103888469,0.0132559103888469,0.56825834168318,23.0,254.414,224.174,254.2245802,106,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.555555555555556,0.944444444444444,1.44444444444444,16.5323590479367,10.0456520050676,2.02429832595884,-2.04255103456796,2.13358329320469,-2.05082057760798,5.68692067993634,-0.143437953191841,2.37365820932055,2.11369413569037,181.273641246003,12.8910587681744,11.9230982987259,11.9230982987259,8.89384685011735,8.05047681565195,8.05047681565195,5.56666425817004,5.56666425817004,3.78828811815679,3.78828811815679,2.57411630578915,2.57411630578915,-0.53,12271.8129421873,15.5272409845449,11.5542147628736,9.49496974124181,112.4826189198,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,70.6290378521861,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,89.8915027209642,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,89.8915027209642,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,70.6290378521861,0.0,0.0,0.0,4.73686295380005,5.22851536911061,0.0,11.4085561539431,0.0,0.0,0.0132559103888469,0.0,17.3786077517427,0.637731481481481,0.0,0.9375,18,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,5.0046,75.5970000000001,1,1,0,0,0,0,1,1,1,19,0.05,1313.0,0,3.36891708831566,0.171143387264747,439.722440537656,2470.64899374793,0,0,21.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
269,1.0,2.34187010744088,2.12850085300882,1.89269609487657,-47.62,-70.8,-0.0778,8.35,4.77,0.6593,1.4193,0.0,0.5814,8.67,2.1879,0.2956,1.3776,0.0028,0.5986,8.4002,2.1879,11.3535561539431,11.3535561539431,0.0111982972201227,0.0111982972201227,0.577687148559785,22.9411764705882,240.387,212.163,240.208930136,100,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.588235294117647,1.0,1.52941176470588,16.5323577110202,10.0452417710751,2.02466674617957,-2.06439001551803,2.1302297867931,-2.05211986784462,5.68691783675828,-0.143439308737864,2.32321210883839,2.11241104215541,171.360841123836,12.1839519869878,11.2159915175394,11.2159915175394,8.39384685011735,7.55047681565195,7.55047681565195,5.21311086757677,5.21311086757677,3.53828811815679,3.53828811815679,2.39733961049252,2.39733961049252,-0.53,7415.69305141214,14.5307164541591,10.6130831298335,9.19686253546435,106.117676805404,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,64.2082162292601,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,83.4706810980382,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,83.4706810980382,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,64.2082162292601,0.0,0.0,0.0,4.73686295380005,5.20382401108592,0.0,11.3535561539431,0.0,0.0,0.0111982972201227,0.0,15.9603567229361,0.637731481481481,0.0,0.933333333333333,17,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,4.6145,70.9800000000001,1,1,0,0,0,0,1,1,1,18,0.05,1124.0,0,3.15434428889581,0.264247859972721,415.293416063342,2333.39071631749,0,0,23.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
270,1.0,1.15022120778684,1.8070055795579,1.57074649861055,-45.52,-68.33,-0.0765,7.98,4.3,0.5122,1.4303,0.0,0.5078,8.2949,2.047,0.3023,1.3724,0.0023,0.5918,7.9417,2.047,11.2985561539431,11.2985561539431,0.0091406840513985,0.0091406840513985,0.577873001712971,22.875,226.36,200.152,226.193280072,94,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.625,1.0625,1.625,16.5323563766651,10.0551274932564,2.02522180759097,-2.0365783134938,2.12646095797358,-2.0500830742256,5.68691520080705,-0.143435683891517,2.291064231435,2.12835505296139,159.574154886688,11.4768452058013,10.5088847363528,10.5088847363528,7.89384685011735,7.05047681565195,7.05047681565195,4.85955747698349,4.85955747698349,3.28828811815679,3.28828811815679,2.22056291519588,2.22056291519588,-0.53,4527.14292131556,13.5346412411118,9.6786887568389,7.72170675169183,99.7527346910069,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,57.7873946063341,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,77.0498594751121,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,77.0498594751121,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,57.7873946063341,0.0,0.0,0.0,4.73686295380005,5.17913265306123,0.0,11.2985561539431,0.0,0.0,0.0091406840513985,0.0,14.5421056941295,0.637731481481481,0.0,0.928571428571429,16,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,4.2244,66.3630000000001,1,1,0,0,0,0,1,1,1,17,0.06,954.0,0,3.0422426436565,0.236703447376819,390.864391589028,2196.13243888705,0,0,25.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
271,1.0,2.62700081452703,2.4273838123872,1.68787501113168,-43.41,-65.97,-0.0757,7.61,3.84,0.5997,1.4598,0.0,0.4924,8.521,1.9061,0.3105,1.3742,0.0026,0.5907,7.4987,1.9061,11.2306549193752,11.2306549193752,0.0065365173847318,0.0065365173847318,0.570280153978475,22.8,212.333,188.141,212.177630008,88,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.666666666666667,1.13333333333333,1.73333333333333,16.5323550498035,10.0545534246526,2.02602088035164,-2.06559463610227,2.12217782903475,-2.05320383592963,5.68691314323374,-0.143442974945563,2.24122999190374,2.1264998913729,149.91888810915,10.7697384246147,9.8017779551663,9.8017779551663,7.39384685011735,6.55047681565195,6.55047681565195,4.50600408639022,4.50600408639022,3.03828811815679,3.03828811815679,2.04378621989924,2.04378621989924,-0.53,2738.78305010637,12.5391085003455,8.75225324240382,7.40480803389926,93.3877925766103,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,51.3665729834081,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,70.6290378521861,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,70.6290378521861,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,51.3665729834081,0.0,0.0,0.0,4.73686295380005,5.14788265306123,0.0,11.2306549193752,0.0,0.0,0.0065365173847318,0.0,13.1438610953641,0.637731481481481,0.0,0.923076923076923,15,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,3.8343,61.7460000000001,1,1,0,0,0,0,1,1,1,16,0.06,802.0,0,2.81521359562412,0.266370658758247,366.435367114714,2058.87416145661,0,0,26.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
272,1.0,1.46581282498709,1.84022874183485,1.25482213904583,-41.38,-63.75,-0.0751,7.25,3.4,0.5155,1.414,0.0,0.4924,7.379,1.7652,0.3229,1.3788,0.002,0.5846,7.0014,1.7652,11.1627536848073,11.1627536848073,0.003932350718065,0.003932350718065,0.557218276392082,22.7142857142857,198.306,176.13,198.161979944,82,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.714285714285714,1.21428571428571,1.85714285714286,16.532353751618,10.069242310945,2.02714013064006,-2.02743360144627,2.11725047356923,-2.04826177475866,5.68691271642446,-0.143426339216666,2.20250256750181,2.14738513824656,138.400718952076,10.0626316434282,9.09467117397975,9.09467117397975,6.89384685011735,6.05047681565195,6.05047681565195,4.15245069579695,4.15245069579695,2.78828811815679,2.78828811815679,1.86700952460261,1.86700952460261,-0.53,1665.09194103137,11.5442390497402,7.83531078049621,6.00509274246123,87.0228504622137,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,44.9457513604821,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,64.2082162292601,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,64.2082162292601,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,44.9457513604821,0.0,0.0,0.0,4.73686295380005,5.11663265306123,0.0,11.1627536848073,0.0,0.0,0.003932350718065,0.0,11.7456164965986,0.637731481481481,0.0,0.916666666666667,14,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,3.4442,57.1290000000001,1,1,0,0,0,0,1,1,1,15,0.06,667.0,0,2.73514225862927,0.314249302354992,342.006342640399,1921.61588402617,0,0,25.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
273,1.0,2.88510182485459,3.61009318924063,1.3549118102069,-44.89,-68.65,-0.0797,7.87,2.32,0.7665,1.3072,0.2717,0.6963,7.2573,1.6654,0.6606,1.6296,0.3178,0.7995,7.1254,1.6654,11.1879272959184,11.1879272959184,0.250530990173848,0.250530990173848,0.614273062356334,22.6153846153846,183.295,162.127,183.162314292,76,0,0.219494040950551,-0.356107031235379,0.356107031235379,0.219494040950551,0.769230769230769,1.30769230769231,2.0,16.1487932845421,10.059985960549,2.01083181458412,-2.07077169919228,2.09862106071803,-2.23569539220117,5.75206882067216,-0.120728510392561,2.10900631341522,2.14456000840753,131.025705133336,9.35552486224165,8.47931610232934,8.47931610232934,6.39384685011735,5.66123092641848,5.66123092641848,3.92838015525284,3.92838015525284,2.65278424685794,2.65278424685794,1.78741338232978,1.78741338232978,-0.53,978.578929424662,10.5501924619086,6.92981418742963,5.66928362348291,81.0942253019182,5.31678860400633,0.0,0.0,5.90717972935151,0.0,0.0,4.79453718407182,0.0,0.0,0.0,38.52492973755609,12.841643245852,12.9655780288386,0.0,4.79453718407182,5.90717972935151,0.0,5.31678860400633,0.0,57.7873946063341,6.54475640591258,0.0,0.0,0.0,5.31678860400633,0.0,0.0,0.0,12.4519361352641,4.79453718407182,0.0,57.7873946063341,0.0,0.0,0.0,0.0,29.1,0.0,4.79453718407182,0.0,5.90717972935151,0.0,25.8072212746906,38.52492973755609,0.0,0.0,5.31678860400633,0.0,0.0,0.0,11.1879272959184,2.96151927437642,0.0,0.250530990173848,0.0,10.8789576247166,0.887731481481481,0.0,0.909090909090909,13,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,2.6271,54.5627,1,1,0,0,0,0,0,0,0,14,0.07,548.0,0,2.58121875266474,0.352893647468922,317.577318166085,1784.35760659573,0,0,-16.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
274,1.0,1.54316736703761,1.88302440737896,1.46765708816185,-39.42,-61.71,-0.0748,6.91,2.98,0.4826,1.388,0.0,0.4924,6.8067,1.6243,0.334,1.3888,0.0017,0.5845,6.5525,1.6243,11.0768161848073,11.0768161848073,0.0005309901738475,0.0005309901738475,0.540755083002529,22.6153846153846,184.279,164.119,184.14632988,76,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.769230769230769,1.30769230769231,2.0,16.5323525730709,10.0684117725128,2.02868192403733,-2.06718777418263,2.11150554120935,-2.0557421022343,5.68691690423339,-0.143462145318408,2.10900631341522,2.14456000840753,129.025705133336,9.35552486224165,8.3875643927932,8.3875643927932,6.39384685011735,5.55047681565195,5.55047681565195,3.79889730520367,3.79889730520367,2.53828811815679,2.53828811815679,1.69023282930597,1.69023282930597,-0.53,978.578929424662,10.5501924619086,6.92981418742963,5.66928362348291,80.6579083478171,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,38.52492973755609,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,57.7873946063341,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,57.7873946063341,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,38.52492973755609,0.0,0.0,0.0,4.73686295380005,5.07581632653061,0.0,11.0768161848073,0.0,0.0,0.0005309901738475,0.0,10.3757716836735,0.637731481481481,0.0,0.909090909090909,13,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,3.0541,52.512,1,1,0,0,0,0,1,1,1,14,0.07,548.0,0,2.52316684657809,0.249403511384746,317.577318166085,1784.35760659573,0,0,24.5,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
275,1.0,3.7063211411335297,3.0197371993313,1.88378345304486,-37.61,-59.92,-0.0749,6.59,2.59,0.4587,1.3428,0.0,0.4924,6.2626,1.4834,0.35,1.3989,0.0002,0.5773,6.0664,1.4834,10.9908786848073,10.9908786848073,0.00287037037037,-0.00287037037037,0.522327979389035,22.5,170.252,152.108,170.130679816,70,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.833333333333333,1.41666666666667,2.16666666666667,16.5323519047587,10.0915956317405,2.03078633897769,-2.01259920248593,2.10470744045974,-2.04365695159935,5.68693416608933,-0.143382999018297,2.11069072864671,2.17309877975413,117.80026905978,8.6484180810551,7.68045761160666,7.68045761160666,5.89384685011735,5.05047681565195,5.05047681565195,3.4453439146104,3.4453439146104,2.28828811815679,2.28828811815679,1.51345613400933,1.51345613400933,-0.53,612.100311307546,9.5571839581517,6.03828674303493,4.36901859088919,74.2929662334204,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,32.1041081146301,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,51.3665729834081,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,51.3665729834081,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,32.1041081146301,0.0,0.0,0.0,4.73686295380005,5.035,0.0,10.9908786848073,0.0,0.0,-0.00287037037037,0.0,9.0059268707483,0.637731481481481,0.0,0.9,12,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,2.664,47.895,1,1,0,0,0,0,1,1,1,13,0.07,444.0,0,2.3973492749414,0.288367969918388,293.148293691771,1647.09932916529,0,0,18.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
276,1.0,1.8534017276213,1.91792668033209,1.3074053072751,-36.04,-58.46,-0.0752,6.32,2.23,0.414,1.4218,0.0,0.4734,5.7803,1.3425,0.3658,1.4149,-0.0004,0.5774,5.6673,1.3425,10.8786337868481,10.8786337868481,0.0074999999999996,-0.0074999999999996,0.502796182651536,22.3636363636364,156.225,140.097,156.115029752,64,0,0.305277515512331,-0.465675004527116,0.465675004527116,0.305277515512331,0.909090909090909,1.54545454545455,2.36363636363636,16.5323534238919,10.0903541324003,2.03364991561859,-2.06937888540858,2.09652915956332,-2.06157738983851,5.68698848023356,-0.143555782842715,2.02697591805274,2.16848951172928,108.731140660285,7.94131129986856,6.97335083042011,6.97335083042011,5.39384685011735,4.55047681565195,4.55047681565195,3.09179052401713,3.09179052401713,2.03828811815679,2.03828811815679,1.3366794387127,1.3366794387127,-0.53,364.855665249492,8.56551098376313,5.16404435512375,4.01665329896649,67.9280241190238,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,25.683286491704,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,44.9457513604821,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,44.9457513604821,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,25.683286491704,0.0,0.0,0.0,4.73686295380005,4.97944444444445,0.0,10.8786337868481,0.0,0.0,-0.0074999999999996,0.0,7.67835695389267,0.637731481481481,0.0,0.888888888888889,11,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,2.2739,43.278,1,1,0,0,0,0,1,1,1,12,0.08,354.0,0,2.307369483556,0.349901397482295,268.719269217457,1509.84105173485,0,0,12.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
277,1.0,4.6413912885047,3.94319462455683,1.79730539668806,-34.69,-57.39,-0.0762,6.08,1.88,0.3888,1.3665,0.0,0.4924,5.2968,1.2016,0.3899,1.4353,-0.002,0.5721,5.239,1.2016,10.7663888888889,10.7663888888889,0.0121296296296291,-0.0121296296296291,0.482600393670425,22.2,142.198,128.086,142.099379688,58,0,0.305277515512458,-0.465675004527105,0.465675004527105,0.305277515512458,1.0,1.7,2.6,16.5323643321146,10.1300804841789,2.03755775933109,-1.98650568994642,2.08650553256171,-2.03148731827824,5.68714778203336,-0.143176274165957,2.02131001454288,2.20981790859054,97.8252187664865,7.23420451868201,6.26624404923356,6.26624404923356,4.89384685011735,4.05047681565195,4.05047681565195,2.73823713342385,2.73823713342385,1.78828811815679,1.78828811815679,1.15990274341606,1.15990274341606,-0.53,226.386721628803,7.57559662090813,4.31152839467656,2.85256664559404,61.5630820046272,4.73686295380005,0.0,0.0,0.0,0.0,5.96930528795185,4.79453718407182,0.0,0.0,0.0,19.262464868778,12.841643245852,6.4208216229260096,6.60688196451292,9.53140013787187,5.96930528795185,0.0,0.0,0.0,38.52492973755609,6.60688196451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,38.52492973755609,0.0,0.0,0.0,0.0,26.3,0.0,4.79453718407182,0.0,5.96930528795185,13.0277035874389,12.841643245852,19.262464868778,0.0,0.0,0.0,4.73686295380005,4.92388888888889,0.0,10.7663888888889,0.0,0.0,-0.0121296296296291,0.0,6.35078703703704,0.637731481481481,0.0,0.875,10,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.8838,38.661,1,1,0,0,0,0,1,1,1,11,0.08,277.0,0,2.07511729523457,0.393344462720376,244.290244743142,1372.58277430441,0,0,5.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
278,1.0,3.19935015977949,3.38245354429803,1.45024343307097,-41.04,-67.39,-0.0884,7.19,0.84,0.6192,1.2744,0.2664,0.7102,5.1918,1.1018,0.6302,1.6665,0.2959,0.7658,5.3658,1.1018,10.7247222222222,10.7247222222222,0.231203703703704,0.231203703703704,0.517775809307141,22.0,127.187,114.083,127.099714036,52,0,0.219494040986353,-0.356107031229319,0.356107031229319,0.219494040986353,1.11111111111111,1.88888888888889,2.77777777777778,16.1488016748601,10.1053313183017,2.02227139033291,-2.07750763403091,2.04223306842258,-2.24767130321028,5.75282646701409,-0.120920985473287,1.78754275032334,2.20153976259105,91.089273230246,6.52709773749546,5.65088897758315,5.65088897758315,4.393846850117351,3.66123092641848,3.66123092641848,2.51416659287974,2.51416659287974,1.65278424685794,1.65278424685794,1.08030660114323,1.08030660114323,-0.53,117.97782152134,6.58806375442739,3.48681740482087,2.49227118594929,55.6344568443318,5.31678860400633,0.0,0.0,5.90717972935151,0.0,0.0,4.79453718407182,0.0,0.0,0.0,12.841643245852,12.841643245852,12.9655780288386,0.0,4.79453718407182,5.90717972935151,0.0,5.31678860400633,0.0,32.1041081146301,6.54475640591258,0.0,0.0,0.0,5.31678860400633,0.0,0.0,0.0,12.4519361352641,4.79453718407182,0.0,32.1041081146301,0.0,0.0,0.0,0.0,29.1,0.0,4.79453718407182,0.0,5.90717972935151,0.0,25.8072212746906,12.841643245852,0.0,0.0,5.31678860400633,0.0,0.0,0.0,10.7247222222222,2.84555555555556,0.0,0.231203703703704,0.0,5.4774537037037,0.887731481481481,0.0,0.857142857142857,9,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,1.0667,36.0947,1,1,0,0,0,0,0,0,0,10,0.09,212.0,0,2.04647363642606,0.452546477110586,219.861220268828,1235.32449687396,0,0,-17.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
